StudentID,Age,City_Tier,State,10th_Percentage,12th_Percentage,Entrance_Exam_Score,Course_Name,Department,Fee_Payment_Status,Scholarship_Recipient,Extracurricular_Activity_Count,Avg_Attendance,Final_CGPA,Is_Dropout,Joining_Year
10997,20,Tier 1,West Bengal,74.95,74.64,85.43,B.Sc in Physics,Science,On-Time,No,0,64.91,8.942482197111413,0,2023
10998,19,Tier 2,Telangana,66.62,61.86,87.72,B.Tech in Computer Science,Engineering,On-Time,No,5,66.63,8.793281196495496,0,2021
10999,21,Tier 2,Gujarat,77.9,76.0,75.97,B.Tech in Computer Science,Engineering,On-Time,No,5,67.53,8.013127363635235,0,2024
11000,22,Tier 1,Uttar Pradesh,79.53,82.14,78.16,B.Tech in Mechanical,Engineering,Defaulted,Yes,5,51.33,8.91,1,2023
11001,21,Tier 1,Rajasthan,91.27,93.07,97.03,B.Sc in Physics,Science,On-Time,Yes,3,63.51,9.41459090476638,1,2023
11002,19,Tier 2,Karnataka,86.17,87.87,67.95,BBA,Management,Delayed,No,0,54.4,7.537839190102199,1,2022
11003,20,Tier 2,Gujarat,79.98,74.43,44.17,BBA,Management,On-Time,No,4,53.14,6.665847218509172,0,2024
11004,18,Tier 3,Andhra Pradesh,68.01,65.36,75.9,B.Sc in Physics,Science,On-Time,Yes,1,61.66,7.951856723394168,0,2023
11005,18,Tier 1,Telangana,82.18,82.17,45.2,B.Com,Commerce,On-Time,Yes,0,55.45,7.020666827450891,0,2022
11006,18,Tier 3,Gujarat,60.67,58.45,48.66,B.Com,Commerce,On-Time,No,3,60.81,6.769140014066375,0,2023
11007,22,Tier 2,Telangana,92.08,85.34,91.04,B.Tech in Mechanical,Engineering,Delayed,No,3,49.84,8.661630497789753,0,2024
11008,18,Tier 1,West Bengal,82.68,79.81,76.45,B.Sc in Physics,Science,On-Time,Yes,1,57.28,7.698815299119691,0,2023
11009,19,Tier 1,West Bengal,63.53,60.49,66.19,B.Tech in Electronics,Engineering,Defaulted,No,2,58.68,7.4853834225428,1,2024
11010,22,Tier 2,Uttar Pradesh,72.72,70.62,87.8,B.Tech in Computer Science,Engineering,On-Time,Yes,2,69.44,8.687473478396237,0,2024
11011,22,Tier 2,Gujarat,74.48,65.73,75.48,B.Sc in Physics,Science,On-Time,Yes,1,58.66,7.720461346884812,0,2023
11012,19,Tier 1,Uttar Pradesh,71.16,61.27,62.0,B.Com,Commerce,On-Time,No,4,56.66,6.956260288851215,0,2021
11013,20,Tier 3,Delhi,75.94,69.83,94.48,B.Com,Commerce,On-Time,No,2,49.33,7.505742372736636,0,2021
11014,21,Tier 3,Rajasthan,93.24,87.66,55.05,B.Com,Commerce,On-Time,Yes,3,58.4,7.108878700306741,1,2023
11015,18,Tier 3,Telangana,82.77,82.0,88.33,B.Tech in Computer Science,Engineering,On-Time,Yes,1,56.0,8.040628929399134,0,2024
11016,19,Tier 3,Karnataka,85.05,86.75,76.21,B.Com,Commerce,On-Time,No,3,50.69,7.716958332361425,0,2023
11017,18,Tier 2,Uttar Pradesh,56.16,58.7,54.47,B.Tech in Electronics,Engineering,On-Time,No,5,53.28,6.783258115261873,1,2023
11018,22,Tier 2,West Bengal,80.05,82.68,50.78,B.Sc in Physics,Science,On-Time,Yes,2,55.74,6.780294173049667,0,2023
11019,20,Tier 3,Uttar Pradesh,72.17,75.06,71.47,B.Com,Commerce,On-Time,Yes,0,52.05,6.739443243006505,0,2021
11020,20,Tier 2,Telangana,77.62,75.62,88.61,B.Tech in Mechanical,Engineering,On-Time,No,1,48.33,9.43,1,2021
11021,20,Tier 3,Tamil Nadu,58.63,62.25,43.83,B.Tech in Mechanical,Engineering,On-Time,No,0,51.89,6.291993912448272,0,2022
11022,21,Tier 3,Andhra Pradesh,91.03,93.89,65.24,B.Com,Commerce,On-Time,No,5,63.32,8.26,1,2021
11023,20,Tier 1,Karnataka,67.4,70.97,57.07,B.Tech in Mechanical,Engineering,On-Time,Yes,1,47.53,6.668323124685375,0,2023
11024,20,Tier 1,Maharashtra,97.62,99.0,97.66,B.Tech in Mechanical,Engineering,On-Time,Yes,1,54.2,8.88373953520498,0,2021
11025,19,Tier 1,West Bengal,77.23,67.9,46.89,B.Tech in Mechanical,Engineering,On-Time,No,4,47.42,6.555930846514893,0,2022
11026,22,Tier 2,Rajasthan,63.31,65.7,43.22,B.Com,Commerce,On-Time,Yes,2,63.23,6.551952651611339,0,2023
11027,19,Tier 2,Rajasthan,70.95,70.96,89.98,B.Tech in Electronics,Engineering,On-Time,No,1,58.55,9.049520959408374,0,2022
11028,20,Tier 2,Gujarat,94.72,93.81,82.46,B.Sc in Physics,Science,Delayed,No,3,60.72,8.111011326336277,0,2022
11029,22,Tier 2,Karnataka,59.44,57.32,49.24,BBA,Management,On-Time,No,0,58.42,7.237904670182576,1,2021
11030,22,Tier 2,Karnataka,79.32,75.47,53.95,B.Com,Commerce,On-Time,Yes,3,57.12,7.365488752989648,0,2021
11031,19,Tier 1,Gujarat,71.32,69.25,49.8,B.Tech in Computer Science,Engineering,On-Time,Yes,4,59.88,7.251871545112098,1,2022
11032,21,Tier 1,Rajasthan,68.9,69.73,48.5,B.Com,Commerce,Delayed,Yes,1,59.44,6.369542470338938,0,2024
11033,21,Tier 2,Telangana,76.74,71.77,98.62,B.Tech in Computer Science,Engineering,On-Time,Yes,3,59.31,9.454505303229524,0,2021
11034,18,Tier 2,Karnataka,88.77,85.2,46.7,B.Sc in Physics,Science,Defaulted,No,4,53.44,7.33,1,2024
11035,20,Tier 3,Maharashtra,78.46,73.09,45.23,B.Tech in Computer Science,Engineering,Delayed,Yes,2,54.14,7.36548265728289,1,2023
11036,18,Tier 3,Karnataka,79.16,70.93,90.34,B.Tech in Computer Science,Engineering,On-Time,No,1,56.15,9.13779199096269,0,2024
11037,18,Tier 2,Tamil Nadu,63.49,62.11,81.03,B.Com,Commerce,On-Time,Yes,5,64.02,8.036667870432268,0,2023
11038,18,Tier 3,Telangana,68.31,60.6,40.96,B.Tech in Mechanical,Engineering,Defaulted,Yes,4,58.46,6.874751313539631,1,2021
11039,21,Tier 3,Gujarat,70.85,70.14,90.75,B.Tech in Mechanical,Engineering,On-Time,No,2,69.02,7.775814254979435,0,2023
11040,18,Tier 3,Delhi,65.21,56.41,52.85,B.Tech in Computer Science,Engineering,On-Time,No,2,59.38,7.11781114021394,1,2023
11041,18,Tier 3,Gujarat,78.34,72.77,56.28,B.Com,Commerce,On-Time,No,1,57.53,6.878037873402719,0,2022
11042,20,Tier 3,West Bengal,67.74,70.56,98.44,BBA,Management,On-Time,No,0,60.67,8.53135930031217,0,2024
11043,19,Tier 2,Maharashtra,76.9,67.56,64.84,B.Tech in Mechanical,Engineering,Delayed,No,1,52.74,8.025767357999348,1,2024
11044,19,Tier 2,Maharashtra,72.53,74.65,82.49,B.Tech in Computer Science,Engineering,On-Time,No,0,55.24,7.99063103111185,0,2022
11045,18,Tier 1,Uttar Pradesh,56.68,50.41,55.81,B.Com,Commerce,On-Time,Yes,0,62.24,6.491682160275235,0,2022
11046,21,Tier 1,Uttar Pradesh,82.5,73.46,61.2,BBA,Management,On-Time,Yes,4,54.08,6.726812180114601,0,2022
11047,20,Tier 3,Karnataka,87.72,91.29,78.69,B.Tech in Electronics,Engineering,On-Time,Yes,5,56.77,8.712878339947565,0,2024
11048,19,Tier 3,Gujarat,80.16,83.43,48.61,B.Tech in Mechanical,Engineering,On-Time,No,4,67.4,7.090088384659923,1,2022
11049,20,Tier 3,Maharashtra,87.66,89.86,92.79,B.Tech in Computer Science,Engineering,On-Time,Yes,3,61.04,8.695519899427898,0,2021
11050,20,Tier 2,West Bengal,93.43,97.19,58.78,BBA,Management,On-Time,No,2,50.81,7.980607576103867,1,2021
11051,20,Tier 2,Gujarat,91.97,94.26,87.36,B.Tech in Computer Science,Engineering,On-Time,No,4,53.52,8.444932899248437,0,2022
11052,18,Tier 3,West Bengal,69.54,67.66,89.9,B.Com,Commerce,On-Time,No,2,61.76,8.62714379261801,0,2021
11053,19,Tier 1,Tamil Nadu,68.85,65.78,87.82,B.Com,Commerce,On-Time,Yes,0,56.07,8.569523907339882,0,2022
11054,20,Tier 2,Delhi,74.95,66.04,50.43,B.Tech in Computer Science,Engineering,Delayed,Yes,4,53.13,5.896997349655589,0,2024
11055,18,Tier 3,Uttar Pradesh,88.55,81.23,40.45,B.Tech in Mechanical,Engineering,Delayed,No,3,47.99,5.048798738023981,0,2023
11056,18,Tier 1,Rajasthan,62.92,62.81,82.22,B.Sc in Physics,Science,Delayed,Yes,1,61.2,8.954560586994836,1,2022
11057,18,Tier 3,Rajasthan,81.98,80.0,86.13,B.Tech in Computer Science,Engineering,On-Time,No,3,56.95,7.961720756895603,0,2022
11058,21,Tier 3,Rajasthan,73.4,77.52,50.43,BBA,Management,On-Time,Yes,0,55.43,6.450022888715723,0,2024
11059,18,Tier 2,Rajasthan,81.92,76.72,66.07,BBA,Management,On-Time,No,3,54.02,6.935616230600826,0,2021
11060,19,Tier 1,Gujarat,58.57,50.88,75.77,B.Tech in Mechanical,Engineering,On-Time,No,4,55.69,7.744026752093193,0,2022
11061,22,Tier 2,Rajasthan,81.34,84.44,68.25,B.Com,Commerce,On-Time,Yes,3,61.89,7.1772908103297,0,2023
11062,20,Tier 3,Karnataka,73.4,74.01,65.43,B.Tech in Mechanical,Engineering,Delayed,No,3,68.38,7.606673806335166,0,2024
11063,20,Tier 2,Andhra Pradesh,76.99,73.16,49.42,B.Tech in Electronics,Engineering,On-Time,Yes,1,53.87,6.335308514044619,0,2023
11064,18,Tier 1,Rajasthan,87.28,79.14,81.95,B.Tech in Mechanical,Engineering,On-Time,Yes,1,56.88,7.986777739812159,0,2022
11065,19,Tier 2,Tamil Nadu,93.4,91.48,98.05,B.Sc in Physics,Science,On-Time,Yes,1,73.16,9.160621964896894,0,2023
11066,22,Tier 1,Andhra Pradesh,59.03,57.24,80.16,B.Tech in Mechanical,Engineering,On-Time,No,5,63.42,8.74483311918126,0,2024
11067,19,Tier 3,Karnataka,73.33,78.26,43.97,B.Tech in Mechanical,Engineering,On-Time,Yes,3,53.02,7.563893491020957,1,2022
11068,22,Tier 1,Rajasthan,95.72,93.08,95.37,B.Sc in Physics,Science,On-Time,No,3,65.72,9.357588456940304,0,2022
11069,20,Tier 3,Telangana,90.86,94.15,51.08,B.Tech in Electronics,Engineering,Delayed,Yes,4,50.06,7.55,1,2021
11070,19,Tier 3,Andhra Pradesh,76.91,72.33,82.97,B.Tech in Computer Science,Engineering,On-Time,Yes,3,49.44,7.889428562250126,0,2024
11071,20,Tier 2,Gujarat,70.15,74.4,42.48,B.Sc in Physics,Science,Delayed,Yes,3,49.37,6.380509865541051,1,2024
11072,22,Tier 3,Andhra Pradesh,85.24,82.98,46.07,B.Tech in Computer Science,Engineering,On-Time,Yes,3,49.05,7.3,1,2023
11073,21,Tier 3,Maharashtra,68.8,73.38,97.21,B.Com,Commerce,Delayed,Yes,2,54.87,9.492713918975802,1,2021
11074,21,Tier 3,Rajasthan,61.11,59.09,85.83,BBA,Management,On-Time,Yes,3,56.63,8.820320047189108,1,2023
11075,21,Tier 2,Rajasthan,80.48,73.31,53.1,B.Tech in Electronics,Engineering,Defaulted,No,1,50.45,6.451759366147602,0,2024
11076,18,Tier 1,Gujarat,78.89,73.16,49.85,BBA,Management,Delayed,Yes,0,57.95,7.598662209511199,1,2024
11077,18,Tier 1,Karnataka,57.07,59.95,90.6,B.Tech in Mechanical,Engineering,Delayed,No,0,61.26,9.462804091796365,1,2021
11078,22,Tier 1,Gujarat,71.18,65.53,65.64,BBA,Management,Delayed,No,1,59.22,6.935693991419825,0,2024
11079,21,Tier 1,West Bengal,88.55,84.19,96.47,B.Tech in Mechanical,Engineering,Delayed,Yes,0,54.36,9.062631350281334,1,2024
11080,18,Tier 1,Delhi,57.98,52.35,93.66,BBA,Management,On-Time,Yes,2,49.62,8.570160796978541,0,2023
11081,21,Tier 3,Delhi,63.04,63.78,63.77,B.Com,Commerce,Defaulted,No,5,50.53,7.548284506375536,0,2021
11082,19,Tier 2,Rajasthan,70.69,64.01,48.38,BBA,Management,On-Time,Yes,0,62.28,7.235857943276542,1,2024
11083,21,Tier 2,Maharashtra,58.7,63.34,85.18,B.Tech in Electronics,Engineering,On-Time,Yes,0,62.85,8.302844936153676,0,2024
11084,18,Tier 1,Maharashtra,86.06,82.22,71.05,B.Com,Commerce,On-Time,No,4,54.73,7.57520116225281,0,2022
11085,22,Tier 3,Karnataka,84.37,80.05,53.58,B.Tech in Electronics,Engineering,On-Time,No,4,57.86,6.978480248260332,0,2023
11086,20,Tier 3,Gujarat,97.2,90.66,89.96,B.Tech in Electronics,Engineering,On-Time,No,4,65.44,9.62604286159482,0,2022
11087,22,Tier 1,Uttar Pradesh,59.07,55.3,47.36,B.Tech in Electronics,Engineering,On-Time,Yes,5,48.39,6.963813564145974,0,2023
11088,22,Tier 1,Andhra Pradesh,72.59,74.05,72.14,B.Sc in Physics,Science,On-Time,Yes,3,63.49,7.852677144630558,1,2022
11089,18,Tier 2,Rajasthan,62.27,59.02,77.81,B.Sc in Physics,Science,Defaulted,No,3,61.14,7.874190244653679,0,2024
11090,20,Tier 3,Maharashtra,91.06,82.38,61.79,B.Sc in Physics,Science,Defaulted,Yes,4,68.17,7.954880655094505,1,2021
11091,21,Tier 1,West Bengal,77.98,76.36,78.25,B.Tech in Electronics,Engineering,On-Time,No,0,57.89,7.508688398193171,0,2024
11092,19,Tier 1,Maharashtra,80.35,85.08,46.0,B.Tech in Mechanical,Engineering,On-Time,Yes,3,52.13,6.419679843267632,0,2023
11093,22,Tier 1,Tamil Nadu,82.26,87.02,49.92,B.Tech in Computer Science,Engineering,On-Time,No,0,48.06,6.230253724713722,0,2024
11094,20,Tier 3,Gujarat,58.96,54.33,56.35,BBA,Management,On-Time,No,5,59.53,7.444143619819092,0,2021
11095,18,Tier 2,Uttar Pradesh,83.18,74.74,97.54,B.Sc in Physics,Science,On-Time,Yes,3,68.76,8.321881424384777,0,2024
11096,21,Tier 2,Tamil Nadu,97.08,89.63,70.54,B.Tech in Mechanical,Engineering,On-Time,No,2,56.63,8.632473676682238,1,2022
11097,21,Tier 3,Telangana,69.5,66.47,61.01,B.Sc in Physics,Science,Delayed,Yes,4,50.71,8.05,1,2022
11098,21,Tier 1,Gujarat,94.33,91.98,48.37,B.Com,Commerce,On-Time,Yes,2,62.02,7.33132336774579,1,2024
11099,18,Tier 3,Karnataka,59.05,60.9,53.39,B.Tech in Computer Science,Engineering,On-Time,Yes,1,50.43,7.01115325690131,0,2022
11100,20,Tier 1,Telangana,66.82,58.79,63.67,B.Tech in Mechanical,Engineering,On-Time,No,2,60.49,8.055872329423424,1,2023
11101,18,Tier 3,Uttar Pradesh,87.53,77.88,87.09,B.Sc in Physics,Science,On-Time,Yes,3,57.26,8.55925623725081,1,2021
11102,19,Tier 2,Tamil Nadu,65.76,69.33,89.76,B.Tech in Computer Science,Engineering,On-Time,No,3,60.9,8.895626491209589,0,2023
11103,19,Tier 3,Maharashtra,81.72,85.83,73.69,B.Tech in Computer Science,Engineering,Delayed,Yes,1,58.93,7.837897856882405,0,2024
11104,21,Tier 1,Gujarat,84.1,87.6,50.22,B.Tech in Mechanical,Engineering,On-Time,No,2,54.08,6.640544497034484,0,2023
11105,18,Tier 3,Karnataka,62.56,56.72,46.32,B.Tech in Electronics,Engineering,Delayed,Yes,5,47.35,6.520835406131615,0,2021
11106,20,Tier 2,Tamil Nadu,92.97,92.38,94.01,B.Tech in Computer Science,Engineering,On-Time,No,2,66.54,8.661651098952056,0,2023
11107,18,Tier 1,Gujarat,91.86,89.22,89.67,B.Tech in Mechanical,Engineering,On-Time,No,0,52.22,9.48,1,2023
11108,20,Tier 3,Karnataka,77.1,75.33,40.06,B.Sc in Physics,Science,Delayed,Yes,4,49.55,7.046143231380253,0,2021
11109,21,Tier 3,Andhra Pradesh,56.47,58.27,95.47,B.Sc in Physics,Science,On-Time,No,2,56.52,8.907011841772828,0,2023
11110,18,Tier 3,Andhra Pradesh,86.11,87.51,65.01,B.Com,Commerce,On-Time,Yes,1,47.24,7.333490267822576,1,2023
11111,22,Tier 2,Karnataka,89.23,91.62,85.49,B.Sc in Physics,Science,Defaulted,No,1,62.32,8.580766949037107,0,2021
11112,21,Tier 1,Telangana,75.03,72.38,81.68,B.Sc in Physics,Science,On-Time,Yes,5,53.58,8.299287307612595,0,2021
11113,22,Tier 2,Telangana,59.48,61.23,40.38,B.Tech in Electronics,Engineering,Delayed,Yes,3,51.92,6.683506100503106,1,2024
11114,21,Tier 1,Delhi,73.89,67.87,87.84,B.Sc in Physics,Science,On-Time,No,3,59.42,8.423489786666808,0,2023
11115,19,Tier 1,Gujarat,63.41,55.72,70.96,B.Sc in Physics,Science,On-Time,Yes,5,53.84,7.742396639029228,0,2022
11116,19,Tier 2,Maharashtra,95.91,99.0,87.53,BBA,Management,On-Time,No,3,57.47,8.972124421977004,0,2024
11117,20,Tier 3,Rajasthan,97.01,96.2,70.12,BBA,Management,Delayed,Yes,5,59.83,8.161515428455047,1,2024
11118,22,Tier 3,Delhi,82.69,80.45,43.4,B.Tech in Electronics,Engineering,On-Time,Yes,4,48.73,5.891885020338642,0,2021
11119,18,Tier 3,Gujarat,80.09,70.26,63.63,B.Tech in Computer Science,Engineering,On-Time,Yes,0,64.2,7.969952951463062,1,2023
11120,18,Tier 2,Delhi,78.49,77.35,59.81,BBA,Management,On-Time,Yes,0,55.49,8.038954634029055,1,2024
11121,19,Tier 1,Delhi,80.64,70.92,61.62,B.Tech in Electronics,Engineering,On-Time,Yes,3,58.87,6.59958405466138,0,2022
11122,22,Tier 3,Karnataka,57.04,50.59,77.94,B.Tech in Computer Science,Engineering,On-Time,No,2,58.74,7.807245940448161,0,2024
11123,22,Tier 1,Maharashtra,68.35,64.32,43.32,BBA,Management,Delayed,Yes,3,61.99,6.605600100944899,0,2021
11124,20,Tier 3,Tamil Nadu,82.18,85.0,59.01,B.Tech in Electronics,Engineering,On-Time,Yes,0,53.75,7.395871076317029,0,2021
11125,19,Tier 2,Tamil Nadu,89.88,93.06,71.98,B.Tech in Mechanical,Engineering,On-Time,No,4,56.04,7.85741325787451,0,2024
11126,20,Tier 1,Telangana,82.98,81.55,79.03,B.Tech in Electronics,Engineering,On-Time,Yes,3,69.26,8.238458146631102,0,2022
11127,21,Tier 1,Andhra Pradesh,57.86,59.77,96.82,BBA,Management,Delayed,No,0,51.03,9.766880340863262,1,2021
11128,22,Tier 1,Tamil Nadu,72.71,64.02,50.9,B.Tech in Mechanical,Engineering,On-Time,No,1,47.26,6.938362692055484,0,2023
11129,20,Tier 3,Maharashtra,80.84,79.25,60.71,B.Tech in Computer Science,Engineering,On-Time,Yes,3,48.58,7.5716054931855234,0,2023
11130,18,Tier 2,West Bengal,90.73,93.72,89.49,B.Tech in Computer Science,Engineering,On-Time,Yes,0,60.46,9.406512431793375,1,2023
11131,19,Tier 2,Gujarat,85.58,84.09,79.17,BBA,Management,On-Time,Yes,2,59.51,8.195227339500896,0,2022
11132,19,Tier 3,Uttar Pradesh,82.13,84.9,40.13,BBA,Management,On-Time,No,4,52.35,5.96898828085147,0,2022
11133,20,Tier 3,Maharashtra,73.69,66.56,87.9,B.Tech in Mechanical,Engineering,Delayed,No,4,54.7,9.559864507969989,1,2022
11134,21,Tier 1,Maharashtra,79.48,72.38,75.7,BBA,Management,On-Time,No,1,53.93,8.524325302609965,1,2022
11135,20,Tier 3,Telangana,72.28,71.62,96.81,BBA,Management,On-Time,No,0,59.06,9.31455854725836,0,2022
11136,18,Tier 1,Maharashtra,89.33,90.42,96.13,B.Sc in Physics,Science,On-Time,No,2,58.34,9.219253784261271,1,2021
11137,19,Tier 2,Tamil Nadu,84.85,75.31,61.71,B.Sc in Physics,Science,On-Time,No,0,64.83,7.103585871535406,0,2023
11138,19,Tier 1,Uttar Pradesh,89.2,87.68,67.83,B.Sc in Physics,Science,On-Time,Yes,3,53.02,6.983243125547424,0,2022
11139,20,Tier 1,Andhra Pradesh,82.05,75.64,54.71,B.Sc in Physics,Science,On-Time,No,4,54.92,7.34515042711689,0,2021
11140,20,Tier 3,Delhi,82.89,87.87,57.34,B.Com,Commerce,On-Time,No,5,62.07,6.599230941498044,0,2024
11141,20,Tier 3,Tamil Nadu,80.59,79.55,86.07,BBA,Management,On-Time,Yes,3,58.43,8.426106450218626,0,2024
11142,20,Tier 2,Uttar Pradesh,74.82,66.53,50.21,BBA,Management,Delayed,No,4,64.91,7.092834256054685,1,2023
11143,20,Tier 2,Tamil Nadu,91.09,85.4,48.16,B.Tech in Electronics,Engineering,On-Time,No,3,61.23,5.881102378047327,0,2022
11144,21,Tier 1,West Bengal,68.25,66.57,51.78,B.Tech in Computer Science,Engineering,On-Time,Yes,1,49.88,6.931983973470847,0,2024
11145,20,Tier 2,Uttar Pradesh,65.5,55.75,87.23,B.Sc in Physics,Science,On-Time,No,0,57.63,8.516695169148175,1,2024
11146,18,Tier 1,Delhi,86.63,79.41,74.51,B.Sc in Physics,Science,Delayed,No,2,55.16,8.049200913665507,0,2022
11147,21,Tier 1,Rajasthan,68.41,68.81,66.47,B.Tech in Computer Science,Engineering,On-Time,No,5,54.84,8.089141653717952,0,2022
11148,19,Tier 2,West Bengal,69.75,65.74,62.12,B.Com,Commerce,On-Time,No,1,60.5,7.279802235047669,0,2021
11149,19,Tier 2,Delhi,57.36,61.35,91.66,B.Com,Commerce,Delayed,Yes,1,58.09,8.332114645332567,0,2021
11150,20,Tier 2,Telangana,67.13,71.88,92.93,B.Sc in Physics,Science,On-Time,No,0,54.67,9.411535867521254,0,2024
11151,19,Tier 1,Delhi,94.5,98.35,79.78,B.Tech in Computer Science,Engineering,On-Time,No,4,53.82,8.511460224280057,0,2021
11152,22,Tier 2,West Bengal,92.7,85.6,43.42,B.Com,Commerce,On-Time,Yes,1,60.65,7.151087478927868,0,2022
11153,22,Tier 1,Tamil Nadu,80.27,80.6,84.97,B.Com,Commerce,Defaulted,Yes,5,57.93,8.921191524778918,0,2022
11154,22,Tier 3,West Bengal,74.92,67.3,97.71,B.Tech in Computer Science,Engineering,On-Time,No,1,54.48,8.849786043424565,0,2024
11155,18,Tier 2,Delhi,64.61,66.76,87.7,B.Tech in Electronics,Engineering,Delayed,No,1,56.35,8.616102400419551,0,2024
11156,20,Tier 2,West Bengal,60.15,56.77,97.45,B.Com,Commerce,On-Time,No,5,62.3,8.95563926254334,0,2024
11157,21,Tier 1,Telangana,55.74,50.0,92.4,B.Sc in Physics,Science,Defaulted,No,1,61.6,8.827003397268331,1,2024
11158,22,Tier 2,Telangana,96.05,99.0,51.42,B.Tech in Electronics,Engineering,On-Time,No,0,51.81,7.765507401403806,0,2022
11159,19,Tier 1,Karnataka,56.31,50.0,79.0,B.Tech in Electronics,Engineering,Defaulted,Yes,5,54.77,8.044313837897166,0,2024
11160,19,Tier 2,Andhra Pradesh,55.69,54.99,56.99,B.Tech in Computer Science,Engineering,On-Time,No,0,56.18,7.291149447122942,1,2023
11161,22,Tier 2,Andhra Pradesh,73.73,64.29,55.32,B.Tech in Computer Science,Engineering,Defaulted,Yes,0,57.53,6.626282280821295,0,2024
11162,19,Tier 3,Rajasthan,96.24,94.99,47.55,B.Tech in Mechanical,Engineering,Delayed,Yes,1,55.25,6.245446118739828,1,2022
11163,18,Tier 2,Tamil Nadu,60.21,54.39,55.12,B.Com,Commerce,On-Time,No,3,51.17,7.953229900566545,1,2024
11164,22,Tier 3,Tamil Nadu,70.41,74.02,83.39,BBA,Management,Delayed,No,3,51.92,8.65346632141991,0,2022
11165,19,Tier 1,Telangana,70.81,65.86,79.08,B.Sc in Physics,Science,On-Time,No,5,54.95,8.186586256661442,1,2022
11166,21,Tier 3,Rajasthan,76.29,81.01,96.0,B.Tech in Electronics,Engineering,On-Time,No,4,54.65,8.586639086876778,0,2021
11167,19,Tier 3,Andhra Pradesh,81.77,82.65,81.8,B.Tech in Electronics,Engineering,On-Time,No,2,59.62,8.394579898192639,0,2022
11168,20,Tier 2,Tamil Nadu,81.36,81.03,58.78,B.Tech in Electronics,Engineering,On-Time,Yes,3,63.38,7.132953825742663,0,2022
11169,19,Tier 1,Maharashtra,87.62,87.71,68.05,B.Sc in Physics,Science,Delayed,No,5,50.27,8.4,1,2022
11170,18,Tier 1,Andhra Pradesh,66.81,59.91,51.6,B.Tech in Electronics,Engineering,On-Time,Yes,2,59.63,7.130392627618862,1,2023
11171,22,Tier 2,Karnataka,56.76,50.0,68.59,B.Tech in Electronics,Engineering,On-Time,No,3,60.29,7.772445175067411,0,2024
11172,21,Tier 3,Karnataka,70.67,75.03,97.89,B.Tech in Electronics,Engineering,On-Time,No,1,70.83,9.823952579284352,0,2024
11173,22,Tier 2,West Bengal,75.54,72.86,57.03,BBA,Management,On-Time,Yes,4,55.61,7.281172184123561,0,2022
11174,20,Tier 1,Uttar Pradesh,89.12,85.06,49.75,B.Tech in Mechanical,Engineering,Delayed,Yes,3,52.81,7.49,1,2023
11175,20,Tier 2,West Bengal,86.19,87.24,86.83,B.Tech in Mechanical,Engineering,On-Time,Yes,3,64.33,8.654212990270405,0,2024
11176,21,Tier 2,Tamil Nadu,92.2,92.01,61.24,BBA,Management,On-Time,No,1,61.6,7.814502595448188,0,2024
11177,19,Tier 2,West Bengal,75.14,72.63,63.68,B.Tech in Computer Science,Engineering,On-Time,No,2,55.61,7.476219044897293,0,2024
11178,22,Tier 3,Maharashtra,87.24,80.45,89.36,BBA,Management,On-Time,Yes,1,56.09,9.33056454430606,1,2023
11179,21,Tier 2,Maharashtra,55.78,59.25,63.63,B.Com,Commerce,On-Time,Yes,4,67.79,7.376400380236511,0,2022
11180,19,Tier 2,Gujarat,71.03,64.53,42.19,BBA,Management,On-Time,Yes,3,46.97,6.379786247301929,0,2023
11181,22,Tier 3,Rajasthan,80.69,71.53,58.44,B.Sc in Physics,Science,On-Time,No,3,47.63,7.939022255644637,0,2022
11182,19,Tier 3,West Bengal,89.21,83.66,75.07,B.Tech in Computer Science,Engineering,On-Time,No,1,51.28,8.092601052628057,0,2021
11183,21,Tier 3,Uttar Pradesh,64.75,63.67,79.67,B.Tech in Mechanical,Engineering,On-Time,No,5,65.51,8.212360084726518,0,2023
11184,19,Tier 3,West Bengal,73.79,73.32,88.01,BBA,Management,On-Time,No,3,70.41,9.140836686299496,0,2022
11185,22,Tier 1,Delhi,89.84,84.76,96.46,B.Tech in Mechanical,Engineering,Delayed,No,2,53.28,9.423177982702928,1,2023
11186,20,Tier 2,Uttar Pradesh,94.33,88.83,50.67,B.Sc in Physics,Science,Defaulted,No,1,60.27,6.678230801084562,0,2023
11187,18,Tier 3,Tamil Nadu,90.5,85.85,45.92,B.Com,Commerce,On-Time,Yes,1,60.95,6.906773446027676,0,2023
11188,19,Tier 2,West Bengal,96.92,88.43,46.57,BBA,Management,On-Time,Yes,4,51.1,6.974941176757163,1,2023
11189,21,Tier 1,Rajasthan,86.84,86.24,68.51,B.Sc in Physics,Science,On-Time,Yes,1,54.19,7.508939566556912,0,2021
11190,19,Tier 2,Rajasthan,83.14,76.2,55.15,BBA,Management,On-Time,No,5,54.06,7.2273690328953935,0,2023
11191,18,Tier 2,Tamil Nadu,60.62,53.4,98.88,B.Sc in Physics,Science,On-Time,No,1,64.63,9.94,1,2022
11192,22,Tier 3,Tamil Nadu,93.76,87.83,86.08,B.Tech in Electronics,Engineering,Defaulted,Yes,1,58.56,8.70303292748541,1,2022
11193,22,Tier 3,Tamil Nadu,90.58,92.7,89.51,B.Sc in Physics,Science,On-Time,Yes,2,51.86,8.739836818050788,0,2021
